Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
ChangeHero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,ChangeHero,id1766898379-fe4a35XWRQqIdxiKWqU12g,https://admin.thegrid.id/profiles/?rootId=id1766898379-fe4a35XWRQqIdxiKWqU12g,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
ChangeNOW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,ChangeNOW,id1753274312-TBfZw8L2TRu-Hjsq2VFCXQ,https://admin.thegrid.id/profiles/?rootId=id1753274312-TBfZw8L2TRu-Hjsq2VFCXQ,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Changelly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Changelly,id1766897431-BAhiiMEURO6qy08gs6dooA,https://admin.thegrid.id/profiles/?rootId=id1766897431-BAhiiMEURO6qy08gs6dooA,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Claimswap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Claw Kiss,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Cloudbric Cryptobric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Clubrare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Coin Gecko,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Coin Market Cap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Coin98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Coin98,id1753086349-v00N_T7ETzq7cAjY4PZ_xQ,https://admin.thegrid.id/profiles/?rootId=id1753086349-v00N_T7ETzq7cAjY4PZ_xQ,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
CoinDCX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,CoinDCX,1856,https://admin.thegrid.id/profiles/?rootId=1856,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
CoinEx,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,CoinEx,id1752810318-bKyeAFLcS_CHVuymwrNMsQ,https://admin.thegrid.id/profiles/?rootId=id1752810318-bKyeAFLcS_CHVuymwrNMsQ,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
CoinHako,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Coinone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
CoinSpot,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
CompareNodes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Copper,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Copper,1305,https://admin.thegrid.id/profiles/?rootId=1305,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Core Dot Lab,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Cosmostation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
CREDER-ITCEN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Crypto Golf Impact,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Crypto Premier League,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Crypto.com,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Crypto.com,1421,https://admin.thegrid.id/profiles/?rootId=1421,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Cyber THUG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
D'Cent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
DCoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
De.Fi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
DECENT Law Firm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Deepcoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
DeFi Kingdoms,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,DeFi Kingdoms,1757,https://admin.thegrid.id/profiles/?rootId=1757,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
DeFi Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Defininx,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
DELIGHT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Dexata,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
DigiFinex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,DigiFinex,id1753690298-YbkIsCJ1RyGoxDaBTvaSqA,https://admin.thegrid.id/profiles/?rootId=id1753690298-YbkIsCJ1RyGoxDaBTvaSqA,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
DigiOracle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Doge Sound Club,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
DORA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Dora,1869,https://admin.thegrid.id/profiles/?rootId=1869,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
DragonSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Drawshop Kingdom Reverse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
dRPC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,dRPC,id1741256296-il1YwH8TRXKFtP-UWUrgQg,https://admin.thegrid.id/profiles/?rootId=id1741256296-il1YwH8TRXKFtP-UWUrgQg,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
