Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Vulpem Ventures,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://vulpem.com/,,https://x.com/vulpemventures/,,,,,❌ Not found,,,,,liquid-network,https://community.liquid.net/c/ecosystem,,
Liquid Explorer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://blockstream.info/liquid/,,,,,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900005307423-Which-block-explorers-support-the-Liquid-Network,,
Mempool,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://mempool.space/,,,,,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900005307423-Which-block-explorers-support-the-Liquid-Network,,
Blockchair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://blockchair.com/,,,,,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900005307423-Which-block-explorers-support-the-Liquid-Network,,
AQUA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://aquawallet.io/,,,,Mobile Wallet,,,✅ Found,Block Street,id1760383098-NE5fNtaeR2uoXkbyadMf-g,https://admin.thegrid.id/profiles/?rootId=id1760383098-NE5fNtaeR2uoXkbyadMf-g,Name: Product,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Bisq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://bisq.network/,,,,P2P OTC,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Blockstream App,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://blockstream.com,,,,Desktop & Mobile Wallet,,,✅ Found,Blockstream,id1753858349-z__XfTlpS7yaqrHi1oiw_w,https://admin.thegrid.id/profiles/?rootId=id1753858349-z__XfTlpS7yaqrHi1oiw_w,URL: urlMain,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins; Securities,
Bitfinex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.bitfinex.com/,,,,Exchange,,,✅ Found,Bitfinex,id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,https://admin.thegrid.id/profiles/?rootId=id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,URL: urlMain,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Bitfinex Securities,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.bitfinex.com,,,,Securities Exchange,,,✅ Found,Bitfinex,id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,https://admin.thegrid.id/profiles/?rootId=id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,URL: urlMain,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: Securities,
Boltz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://liquid.boltz.exchange/,,,,Swap Platform,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC,
BTCPay Server*,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://btcpayserver.org/,,,,Payment Processor,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins; Liquid vouchers,
BtcTurk | PRO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://pro.btcturk.com/,,,,Exchange,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
BTSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.btse.com/,,,,Exchange,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Bull Bitcoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://bullbitcoin.com/,,,,Exchange & Mobile Wallet,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC,
Coinos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://coinos.io/,,,,Exchange,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC,
Coinut,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://coinut.com/,,,,Exchange,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC,
Cowbolt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://cowbolt.com/,,,,Mobile Wallet,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
CryptoChill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://cryptochill.com/,,,,Payment Processor,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Flyp.me,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://flyp.me/en/,,,,Swap Platform,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Fuji,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://fuji.money/,,,,Trading Platform,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Hodl Hodl,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://hodlhodl.com/,,,,P2P OTC & Lending,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
HolyTransaction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://holytransaction.com/,,,,Exchange,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC,
Lendasat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://lendasat.com/,,,,P2P Lending,,,✅ Found,Lendasat,id1741256361-fYd_VAwhQr-Voi12nJeRZw,https://admin.thegrid.id/profiles/?rootId=id1741256361-fYd_VAwhQr-Voi12nJeRZw,URL: urlMain,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Leverex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://leverex.io/,,,,Futures Trading,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
MERJ Exchange,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://merj.exchange/,,,,Securities Exchange,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: Securities,
Mooze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://mooze.app/,,,,Mobile Wallet,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
NexBridge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.nexbridge.io,,,,Securities Issuer,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: Securities,
Paymium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.paymium.com,,,,Exchange,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC,
Peach Bitcoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://peachbitcoin.com/,,,,P2P OTC,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
RoboSats,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://learn.robosats.com,,,,P2P OTC,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
SETTLENET,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://settlenet.io/,,,,OTC,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
SideShift AI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://sideshift.ai/,,,,Swap Platform,,,✅ Found,SideShift AI,1358,https://admin.thegrid.id/profiles/?rootId=1358,URL: urlMain,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
SideSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://sideswap.io/,,,,Mobile Wallet & Swap Platform,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins; Securities,
STOKR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://stokr.io/,,,,Securities Issuer,,,✅ Found,STOKR,id1754475349-xbG6tElXRByaRkwCTkbfeA,https://admin.thegrid.id/profiles/?rootId=id1754475349-xbG6tElXRByaRkwCTkbfeA,URL: urlMain,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: Securities,
TDEX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tdex.network/,,,,Mobile Wallet & DEX,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
Wallby,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://wallby.app/,,,,Mobile Wallet & Swap Platform,,,❌ Not found,,,,,liquid-network,https://help.blockstream.com/hc/en-us/articles/900000629383-Platforms-supported-by-the-Liquid-Network,Assets: LBTC; Stablecoins,
