Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Mirai Chain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://miraichain.io,,https://twitter.com/TheMiraiChain,,Gaming,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Monsterra NFT Game,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://monsterra.io,,https://twitter.com/Monsterra_P2E,,Gaming,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
the MCVerse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://mcverse.app/,,https://twitter.com/themcverse,,Gaming,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Kana Labs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.kanalabs.io,,https://twitter.com/kanalabs,,Gaming,,,✅ Found,Kana Labs,id1757486213-AQQI0ur8QkeUEtZxppHBzg,https://admin.thegrid.id/profiles/?rootId=id1757486213-AQQI0ur8QkeUEtZxppHBzg,Name: Profile,avalanche,https://core.app/discover/projects,Live,
The Legend of Aurum Draconis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://aurumdraconis.dragoncrypto.io/,,https://twitter.com/DCGgamefi,,Gaming,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Off The Grid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://gameoffthegrid.com/,,https://x.com/playoffthegrid,,Gaming,,,✅ Found,Off The Grid,id1764247875-YxNBGtnYT3Oirhbcbe27-g,https://admin.thegrid.id/profiles/?rootId=id1764247875-YxNBGtnYT3Oirhbcbe27-g,URL: urlMain,avalanche,https://core.app/discover/projects,Live,
Enclave Markets,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.enclave.market/,,https://twitter.com/enclavemarkets,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
NEAR Intents,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://near-intents.org/,,https://x.com/near_intents,,Exchanges & On-Ramps,,,✅ Found,NEAR Intents,id1770672784-l3kqkjgsSxOjT1KU9BrN2Q,https://admin.thegrid.id/profiles/?rootId=id1770672784-l3kqkjgsSxOjT1KU9BrN2Q,URL: urlMain,avalanche,https://core.app/discover/projects,In Development,
DeFi Board Options Exchange (DBOE),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://dboe.exchange,,https://x.com/DBOE_Official,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Plena Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://plena.finance/,,https://x.com/plenafinance,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
RocketX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://rocketx.exchange,,https://x.com/RocketXexchange,,Exchanges & On-Ramps,,,✅ Found,RocketX Exchange,id1761219080-I2Q6o1p-StyXDE3fgZRxYQ,https://admin.thegrid.id/profiles/?rootId=id1761219080-I2Q6o1p-StyXDE3fgZRxYQ,URL: urlMain,avalanche,https://core.app/discover/projects,Live,
Blackhole,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://blackhole.xyz/,,https://x.com/BlackholeDex,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
LFJ Exchange,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://lfj.gg/avalanche,,https://twitter.com/LFJ_gg,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
TradeSta.io,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.tradesta.io,,https://x.com/TradeStaPerpDEX,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,In Development,
AquaBank,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://aquabank.io/,,https://x.com/Aquabank2025,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,In Development,
Euler,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://euler.finance,,https://x.com/eulerfinance,,Exchanges & On-Ramps,,,✅ Found,Euler Labs,id1744885028-WIJRG-1gSHOyuV6YI0a8xQ,https://admin.thegrid.id/profiles/?rootId=id1744885028-WIJRG-1gSHOyuV6YI0a8xQ,Social Handle: Socials Lens - Twitter / X,avalanche,https://core.app/discover/projects,In Development,
Omni Exchange,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://omni.exchange/,,https://x.com/omni_exchange,,Exchanges & On-Ramps,,,✅ Found,Omni Exchange,id1762971917-aJebtCqFT_eM-SYLF7r-Pw,https://admin.thegrid.id/profiles/?rootId=id1762971917-aJebtCqFT_eM-SYLF7r-Pw,URL: urlMain,avalanche,https://core.app/discover/projects,In Development,
Mach Exchange,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://app.mach.exchange/,,https://x.com/mach_exchange,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Atlas DEX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://atlasdex.finance/,,https://x.com/atlas_dex,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
DZap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.dzap.io,,https://twitter.com/dzap_io,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Pheasant Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://pheasant.network/,,https://twitter.com/PheasantNetwork,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Gauge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://gauge.fun/,,https://twitter.com/gauge_e1,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Uniswap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://app.uniswap.org/,,https://twitter.com/Uniswap,,Exchanges & On-Ramps,,,✅ Found,Uniswap,1122,https://admin.thegrid.id/profiles/?rootId=1122,Name: Profile,avalanche,https://core.app/discover/projects,Live,
Balanced,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://balanced.network,,https://twitter.com/BalancedDeFi,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
MtopSwap | Best Price MetaDEX Aggregator,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://swoop.exchange/,,https://x.com/Swoop_Exchange,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Chainspot,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://chainspot.io/,,https://twitter.com/chainspotIO,,Exchanges & On-Ramps,,,✅ Found,Chainspot,id1761680603-E1UQa1YqRY6AGB4dvGSYbQ,https://admin.thegrid.id/profiles/?rootId=id1761680603-E1UQa1YqRY6AGB4dvGSYbQ,URL: urlMain,avalanche,https://core.app/discover/projects,Live,
OmniBTC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.omnibtc.finance/,,https://twitter.com/OmniBTC,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,In Development,
IDEMAND SWAP EXCHANGE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://idemanddriver.com/crypto,,https://twitter.com/hermc1,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Ethena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://ethena.fi/,,https://twitter.com/ethena_labs,,Exchanges & On-Ramps,,,✅ Found,Ethena,1294,https://admin.thegrid.id/profiles/?rootId=1294,URL: urlMain,avalanche,https://core.app/discover/projects,Live,
paydece P2P,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://paydece.io,,https://twitter.com/paydece,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
ShapeShift DAO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://shapeshift.com/,,https://twitter.com/ShapeShift,,Exchanges & On-Ramps,,,✅ Found,ShapeShift,id1754477515-45QEEtoiS7mVYvFdV2Qkyw,https://admin.thegrid.id/profiles/?rootId=id1754477515-45QEEtoiS7mVYvFdV2Qkyw,URL: urlMain,avalanche,https://core.app/discover/projects,Live,
СeDeFiAi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://cdfi.ai/,,https://twitter.com/CeDeFiAI,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Panoptic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.panoptic.xyz,,https://twitter.com/Panoptic_xyz,,Exchanges & On-Ramps,,,✅ Found,Panoptic,id1754581933-FRSjihJbRQi0y3Mu61DLeQ,https://admin.thegrid.id/profiles/?rootId=id1754581933-FRSjihJbRQi0y3Mu61DLeQ,Name: Profile,avalanche,https://core.app/discover/projects,In Development,
IceCreamSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://icecreamswap.com,,https://twitter.com/icecream_swap,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,In Development,
WOOFi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://fi.woo.org/,,https://twitter.com/WOOnetwork,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Platypus Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://platypus.finance/,,https://twitter.com/Platypusdefi,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
GeckoTerminal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.geckoterminal.com/,,https://twitter.com/GeckoTerminal,,Exchanges & On-Ramps,,,✅ Found,GeckoTerminal,id1761873115-dgXp6d7LT2aWT50V2TX5zA,https://admin.thegrid.id/profiles/?rootId=id1761873115-dgXp6d7LT2aWT50V2TX5zA,Name: Profile,avalanche,https://core.app/discover/projects,Live,
Cables Finance DEX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.cables.finance/,,https://twitter.com/CablesFinance,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Verse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://verse.bitcoin.com/,,https://twitter.com/bitcoincom,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Incognito Chain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://incognito.org/,,https://twitter.com/incognitochain,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Umbria Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://umbria.network/,,https://twitter.com/networkumbria,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
XY Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://xy.finance,,https://twitter.com/xyfinance,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Rango,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://app.rango.exchange,,https://twitter.com/RangoExchange,,Exchanges & On-Ramps,,,✅ Found,Rango,id1741256421-1jntz31HS5ajVTuRTX6viQ,https://admin.thegrid.id/profiles/?rootId=id1741256421-1jntz31HS5ajVTuRTX6viQ,Social Handle: Socials Lens - Twitter / X,avalanche,https://core.app/discover/projects,Live,
Coinone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://coinone.co.kr/,,https://x.com/CoinoneOfficial,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Simplex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.simplex.com/,,https://x.com/SimplexCC,,Exchanges & On-Ramps,,,✅ Found,Nuvei,id1754572395-dI40IpuDSM-gblaPoDO21w,https://admin.thegrid.id/profiles/?rootId=id1754572395-dI40IpuDSM-gblaPoDO21w,Name: Product,avalanche,https://core.app/discover/projects,Live,
CryptoMKT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.cryptomkt.com/,,https://x.com/CryptoMKT,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
Pangolin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://pangolin.exchange/,,https://twitter.com/pangolindex,,Exchanges & On-Ramps,,,❌ Not found,,,,,avalanche,https://core.app/discover/projects,Live,
GMX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://gmx.io/,,https://twitter.com/GMX_IO,,Exchanges & On-Ramps,,,✅ Found,GMX,id1759303804-IsiCh5sgTiy0uroW8J2JBA,https://admin.thegrid.id/profiles/?rootId=id1759303804-IsiCh5sgTiy0uroW8J2JBA,URL: urlMain,avalanche,https://core.app/discover/projects,Live,
