Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Infinity Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://infinitywallet.io/,,https://twitter.com/InfinityWallet,,Defi; NFTs,,,✅ Found,Infinity Wallet,3700,https://admin.thegrid.id/profiles/?rootId=3700,URL: urlMain,tezos,https://tezos.com/ecosystem/,The best all-in-one non-custodial wallet for cross-border payments; access to DeFi; and web3 browser to access the world of Web3 and DApps.,
PyTezos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://pytezos.org/,,https://twitter.com/TezosBakingBad,,Dev Tools,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Python SDK for Tezos. Micheline REPL and integration testing engine.,
Wert,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://wert.io/,,https://twitter.com/wert_io,,Defi; Dev Tools; NFTs,,,✅ Found,Wert,id1755065309-SE4LvQo7SOSFdCW5mk1GJQ,https://admin.thegrid.id/profiles/?rootId=id1755065309-SE4LvQo7SOSFdCW5mk1GJQ,URL: urlMain,tezos,https://tezos.com/ecosystem/,Payment tools for NFT and DeFi,
DipDup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://dipdup.io/,,https://twitter.com/dipdup_io,,Dev Tools,,,✅ Found,DipDup,id1741256288-4G0c1yq5ReyVJCfhyDYlXQ,https://admin.thegrid.id/profiles/?rootId=id1741256288-4G0c1yq5ReyVJCfhyDYlXQ,URL: urlMain,tezos,https://tezos.com/ecosystem/,DipDup is a modular indexing framework for creating powerful dapp-specific APIs.,
Better Call Dev,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://better-call.dev/,,https://twitter.com/TezosBakingBad,,Block Explorers,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Tezos Smart Contract Explorer by Baking Bad with cross-network search and interaction engines.,
Liquidity Baking (Sirius Token),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://siriustoken.io/,,https://twitter.com/Sirius_Coin,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,A liquidity pair-based token on Tezos.,
Kord.Fi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://kord.fi/,,https://twitter.com/kord_fi,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Lending and Leveraged Liquidity Baking platform on Tezos.,
Yupana Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://yupana.finance/,,https://twitter.com/YupanaFinance,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,The open-source and non-custodial lending protocol on Tezos.,
ANAVER.SE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://anaver.se/,,https://twitter.com/anaglyph_ic,,NFTs,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,The anaverse is an open context to load and display generative NFTs minted on platforms such as fx(hash),
Tether-USDT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://tether.to/,,https://twitter.com/Tether_to,,Stablecoins,,,✅ Found,Tether,1275,https://admin.thegrid.id/profiles/?rootId=1275,URL: urlMain,tezos,https://tezos.com/ecosystem/,Tether's asset-backed stablecoin available natively on Tezos,
TzStamp,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tzstamp.io/,,https://twitter.com/stamp_tz,,Community,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Trusted timestamping on the Tezos blockchain.,
TzVote,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tzvote.marigold.dev/,,https://twitter.com/Marigold_Dev,,Community; Dev Tools,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,This application proposes different voting templates to support election diversity.,
Teia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://teia.art/,,https://twitter.com/TeiaCommunity,,NFTs; Community,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Teia is a community managed NFT marketplace on Tezos,
PiXL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://pixl.xyz/,,https://twitter.com/PiXLtez,,Gaming; NFTs; Community,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,PiXL is the first evolving NFT play-to-earn RPG game. It’s a love letter to Tezos - the technology; the artists; the community and the planet.,
Smartlink,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.smartlink.so/,,https://twitter.com/smartlinkHQ,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Smartlink is developing a sustainable ecosystem of decentralized escrow applications for Web3,
MatterDeFi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://matterdefi.xyz/,,https://twitter.com/matter_defi,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Sustainable yield farming via automatic buyback-and-burn.,
The Stack Report,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://thestackreport.xyz/,,https://twitter.com/thestackreport,,Community; Block Explorers,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Data-driven reporting from within the Tezos ecosystem.,
Beacon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://walletbeacon.io/,,https://twitter.com/airgap_it,,Dev Tools,,,✅ Found,BitMart,id1754461128-KAxhGYCITE-ZaYO0s1Uzag,https://admin.thegrid.id/profiles/?rootId=id1754461128-KAxhGYCITE-ZaYO0s1Uzag,Name: Product,tezos,https://tezos.com/ecosystem/,Connecting Tezos dApps with wallets.,
TezID,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tezid.net/,,https://twitter.com/tezid_net,,Digital Identity,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,TezID is an identity oracle for Tezos.,
Kolibri,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://kolibri.finance/,,https://mobile.twitter.com/HoverEng,,Stablecoins,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Kolibri is an algorithmic stablecoin built on the Tezos blockchain by Hover Labs.,
Crunchy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://crunchy.network/,,https://twitter.com/CrunchyTez,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Crunchy provides DeFi services and solutions on Tezos to projects,
SmartPy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://smartpy.io/,,https://mobile.twitter.com/SmartPy_io,,Dev Tools,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,The SmartPy language is available through a Python library for building and analyzing Tezos smart contracts.,
uUSD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://youves.com/,,https://twitter.com/youves_com,,Stablecoins,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,A USD-pegged stable token on the Youves marketplace.,
Objkt.com,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://objkt.com/,,https://mobile.twitter.com/objktcom,,NFTs,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Objkt.com is a massive NFT marketplace showcasing NFTs from across the Tezos ecosystem.,
Youves,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://youves.com/,,https://twitter.com/youves_com,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,A tool on Tezos for asset creation and management.,
USDTZ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://usdtz.com/,,https://twitter.com/usdtz,,Stablecoins,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Liquidity for Tezos Trading: scalable; on-chain; programmable,
Kiln,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://tezos-kiln.net/,,,,Baking Tools,,,✅ Found,Kiln,id1748266768-1iCtDwVCQgi2H-TecyDN3Q,https://admin.thegrid.id/profiles/?rootId=id1748266768-1iCtDwVCQgi2H-TecyDN3Q,Name: Profile,tezos,https://tezos.com/ecosystem/,Kiln is an application for baking on Tezos.,
Tezos Domains,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tezos.domains/,,https://twitter.com/tezosdomains,,Digital Identity,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Tezos Domains allows you to associate domain names like alice.tez with Tezos addresses and other information.,
QuipuSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://quipuswap.com/swap,,https://mobile.twitter.com/QuipuSwap,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,QuipuSwap is an open-source AMM protocol that provides an interface for the seamless exchange of Tezos tokens.,
TzFlow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tzflow.com/,,https://twitter.com/oxheadalpha,,Dev Tools,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,This app displays the live Tezos mempool contents and its history as seen in a single representative node.,
Taquito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tezostaquito.io/,,https://twitter.com/TezosTaquito,,Dev Tools,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,A TypeScript library suite for development on the Tezos blockchain.,
LigoLang,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://ligolang.org/,,https://mobile.twitter.com/LigoLang,,Dev Tools,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,LIGO is a statically typed high-level smart-contract language that compiles down to Michelson.,
CTez,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://ctez.app/,,,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Ctez is a collateralized version of tez allowing you to use Tezos DeFi and delegate your tez simultaneously.,
Tezotopia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tezotop.io/,,,,Gaming,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Claim land and produce tokenized resources in this Blockchain Space Adventure. Tezotopia is an NFT game that allows you to become king or conqueror.,
SpicySwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://spicyswap.xyz/#/,,https://twitter.com/SpicySwap,,Defi,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Next-generation DEX built on Tezos.,
Electis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.electis.io/,,https://twitter.com/ElectisNGO,,Community,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,ELECTIS is a non-governmental organization based on the following principles: non-profit; open-source; and politically and philosophically neutral.,
PixelPotus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.pixelpotus.com/,,https://twitter.com/PixelPotus,,Gaming,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,PixelPotus is a digital collectable competition built on the Tezos blockchain.,
Tezos Packaging,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://github.com/serokell/tezos-packaging,,https://twitter.com/serokell,,Baking Tools,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,Various forms of Tezos software distribution for Linux and macOS.,
akaSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://akaswap.com/,,https://twitter.com/AkaswapCom,,NFTs,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,AkaSwap is Asia's first and largest NFT open marketplace on Tezos.,
CryptoNoises,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://cryptonoises.com/,,https://twitter.com/cryptonoises,,NFTs,,,❌ Not found,,,,,tezos,https://tezos.com/ecosystem/,CryptoNoises Bot for Discord and Telegram analyzes Tezos Blockchain and informs you about your activity and activity of other users,
Kukai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://wallet.kukai.app/,,,,Wallets,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Tezos wallet provider,
Temple,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://templewallet.com/,,,,Wallets,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Tezos wallet provider,
Spicyswap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://hd.spicyswap.xyz/,,,,DeFi,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Decentralized exchange,
Plenty,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://plenty.network/,,,,DeFi,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,DeFi protocol,
Quipuswap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://quipuswap.com/,,,,DeFi,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Decentralized exchange,
Matter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://matterdefi.xyz/,,,,DeFi,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,DeFi platform,
Objkt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://objkt.com/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Buy; sell; create NFTs,
fxhash,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.fxhash.xyz/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Generative art marketplace,
Teia.art,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://teia.art/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,NFT marketplace,
Teia.cafe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.teia.cafe/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,NFT marketplace,
TzRaffles.fun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.tzraffles.fun/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,NFT raffle platform,
ArtDex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://artdex.io/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Art NFT marketplace,
Tezos Art Vending Machine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.vendingnfts.xyz/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,NFT vending platform,
pepe-et-nunc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.pepeetnunc.art/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,NFT marketplace,
tesserart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://tesserart.xyz/,,,,NFT Marketplaces,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,NFT marketplace,
nftbiker.tez Tools,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://nftbiker.xyz/,,,,NFT Tools,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,NFT utilities and tools,
PureSpider's fxhash PFP generator,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://github.com/PureSpider/fxhash-pfp,,,,NFT Tools,,,❌ Not found,,,,,tezos,https://github.com/TheTezosCommunity/awesome-tezos,Profile picture generator for fxhash,
